Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,x,y
704647,Paparoa Track,"The Paparoa Track crosses the Paparoa Range. It takes you through alpine tops, limestone karst landscapes, thriving rainforests and provides breath-taking views.",Intermediate,3 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ac46719fbdfd477c9c1931272c6eba1d.aspx,https://www.doc.govt.nz/link/c53005d1c8424e24bade48f61c977f31.aspx,12/2/2025 8:32:25 AM,1470313.00249978,5329388.32930105
704648,Surat Bay Beach Walk,This short walk runs parallel to Surat Bay Beach and goes through sand dunes. It's the only access to Surat Beach during high tide.,Easiest,20 min return via same track,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8438ec16dec24aa8a0a92b977933e20a.aspx,https://www.doc.govt.nz/link/72d38d7cdb664cd4ad92b2706b0b1787.aspx,12/2/2025 8:32:25 AM,1348071.09539322,4847960.05432254
704649,Awaroa/Godley Head Loop Track,This dramatic headland sits on top of sheer 120 metre-high cliffs. It offers spectacular views and the chance to explore the historic Godley Head coastal defence battery and Scott's Cabin.,Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/caca43ea18764357966ee54bfdb755ae.aspx,https://www.doc.govt.nz/link/ae14dfd9c94f48a49ed6423bc5d026c3.aspx,12/2/2025 8:32:25 AM,1582947.6481,5174076.05270106
704650,Wilderness Lookout Walk,"This walk leads to a viewing platform over ancient bog pine forest, with marvellous views of Fiordland National Park and surrounding land.",Easiest,5 min to Lookout,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3b02034ec739436e924e0ae059fd270d.jpg,https://www.doc.govt.nz/link/b9023e9d03c743d4808abe809098f397.aspx,12/2/2025 8:32:25 AM,1198149.99556578,4944993.82360434
704651,Saddle Hill Summit Track,"This family-friendly walk has stunning views of Akaroa Harbour, Kaitorete, and the peaks of Banks Peninsula to the South Alps.",Easy,90 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f52479fc6fbe46f0aef649dfdc8f49b4.aspx,https://www.doc.govt.nz/link/32620091d31843b98f83880e38c1d022.aspx,12/2/2025 8:32:24 AM,1588282.6235,5149835.85210106
704652,Arawata Bridle Track,The Arawata Bridle Track follows part of the original bridle trail that connected Queenstown and Glenorchy.,Easy,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2bbcde704dd24345b53b72c5a6b2e49c.aspx,https://www.doc.govt.nz/link/e91d0feffcbf4a1c9f420d4ecbdfddfb.aspx,12/2/2025 8:32:24 AM,1254819.92467006,5002068.09132111
704653,Major Hornbrook Track,Enjoy sweeping views back down into Lyttelton Harbour and across to Banks Peninsula and a good day you can see Canterbury Plains to the Kaikoura ranges to the north.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a2748e0d19a741cc96743d2bc1473835.aspx,https://www.doc.govt.nz/link/5452c5bf723f4c0e8ccc4b6cdee26cb9.aspx,12/2/2025 8:32:24 AM,1577434.023,5173386.21750106
704654,Kaitarakihi Summit Track,This track takes you to one of the distinctive peaks of the Coromandel ranges.,Advanced,6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0e0183f39a2e47889295d7b176f56400.aspx,https://www.doc.govt.nz/link/61b750dc042b44fe9ac650350cb508d8.aspx,12/2/2025 8:32:24 AM,1837979.31270483,5886569.50850489
704655,Southern Access Corridor,"This route, bordering New Zealand Defence Force land, heads from the Desert Road through to the Otamateanui Stream and Rangitikei River confluence.",Expert,10 - 12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49be6c03483142ecb44f2508e4141427.jpg,https://www.doc.govt.nz/link/25c9bb9ca32c4fad96767c7d0f9805fe.aspx,12/2/2025 8:32:24 AM,1846567.33000629,5647043.97870794
704656,Rocky's to Waiotahi Track,Rocky’s walk takes you through an old mining area just north of Thames.,Advanced,1.5 hr to the junction,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cc24f59c660e4e73b618c71f3ebea495.aspx,https://www.doc.govt.nz/link/7db749bfcc22488b862ba66c89790472.aspx,12/2/2025 8:32:24 AM,1825356.66150358,5889516.34540334
704657,Awa Nohoaka Conservation Area access tracks,"Short tussock and pasture grasslands contrast with grey shrublands, dry shrublands and kanuka shrublands make up this unique conservation area.",Advanced,Various from 3 - 8 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/dde603b4e7aa4cd4aa87ed4790560f78.aspx,12/2/2025 8:32:24 AM,1313657.16608641,5043665.25354759
704658,Lake Gault Track,"A gradual climb on a historical tramping track through ancient podocarp forest provides panoramic views of Aoraki /Mount Cook. On a good day, you can see the mountain landscape reflected in Lake Gault.",Easy,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/55a260f314ed44e292f6e5bf37df3d7f.aspx,https://www.doc.govt.nz/link/1fd63c7ef5b8408aabad110a2929a60d.aspx,12/2/2025 8:32:23 AM,1355432.05239372,5186334.65111205
704659,Carrick Range access tracks,"Rising above Bannockburn and rich in goldmining history, the Carrick Range is one of the most accessible mountain ranges in Central Otago. These tracks take you to three conservation areas and two historic reserves.",Intermediate,Various up to 5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c033c329ceb4455bbfa13cc14cecd6cb.aspx,https://www.doc.govt.nz/link/e0f53b510fb741598493aaee5d13ed7a.aspx,12/2/2025 8:32:23 AM,1289774.48448079,4994489.27369533
704660,Slapjack Saddle Track,"Journey through the Carrick Range, past the spectacular Long Gully bluffs. There are brilliant views from the tops and golden colours in the lower reaches during autumn.",Easy,6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e70912ec0c0d476e800005820b1bf180.aspx,https://www.doc.govt.nz/link/0417058bdb664d0fb4afbb49750a6047.aspx,12/2/2025 8:32:23 AM,1290037.97458081,4998358.11749423
704661,Whirinaki Track,Walk through beech forest to lowland podocarp forests on this premier Whirinaki track.,Intermediate,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4f8cc619ba540af8eec0572a18a4fd0.aspx,https://www.doc.govt.nz/link/4386eb07c13b433d8db059abae4216b8.aspx,12/2/2025 8:32:23 AM,1920341.56762607,5708352.10055581
704662,Mount Herbert Walkway/Te Ahu Pātiki,Take a day tramp and enjoy spectacular views of Banks Peninsula and the Canterbury Plains from the Mount Herbert/Te Ahu Pātiki summit.,Advanced,6 – 8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7a33e4c6ada24ed088dceb1ddadf77cd.aspx,https://www.doc.govt.nz/link/3bb6516795d24f959e7a308d64df4571.aspx,12/2/2025 8:32:23 AM,1578739.5628,5165732.88240106
704663,Mount French Track,Climb to the top of Mount French for spectacular views of Lake Brunner and the Southern Alps.,Advanced,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c075d9fa5455455785a6bde75241fb9b.aspx,https://www.doc.govt.nz/link/b482585d5d59456c94720f3d6447ee06.aspx,12/2/2025 8:32:23 AM,1464594.98049972,5276296.03170111
704664,Mount Te Kinga Track/Ara O Te Kinga,"Climb to a lookout for spectacular views, or continue to the summit of Mount Te Kinga.","Advanced, Expert",3 hr return | 8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/29e1b8ff580f477ab7a8cb9635d3e712.aspx,https://www.doc.govt.nz/link/477bdcc9e1b64e019cc5a25d6df33c2c.aspx,12/2/2025 8:32:22 AM,1476539.09399983,5278523.10370106
704665,Lake Ōkataina walking tracks,Walk one of the numerous short walks at Lake Ōkataina Scenic Reserve or link them together for a longer walk.,Easy,Various times under 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1c44fa452d894b24b9dd5c9b145ae8ad.aspx,https://www.doc.govt.nz/link/3ad54674b1dd4e83881d748404d7f3c6.aspx,12/2/2025 8:32:22 AM,1900599.25041813,5779430.33343164
704666,Goldsborough short walks,Explore the area around Goldsborough Campsite on these short walks. Kids will love the option with tunnels.,"Easiest, Easy",20 min | 90 min loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e4bd3a467b34402daace189b425a4058.aspx,https://www.doc.govt.nz/link/0a9fd0633023401e87bcddaa420349d0.aspx,12/2/2025 8:32:22 AM,1446141.19929946,5273901.03250126
704667,Pelorus Track,The Pelorus Track offers walkers 3-4 days of hard tramping through forest along the river. This track is part of Te Araroa Trail.,Advanced,3-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b4f6fb7abaf643a18e1b31427942d5c1.aspx,https://www.doc.govt.nz/link/b6b5b3f448464ff093497c5c0597c2d2.aspx,12/2/2025 8:32:22 AM,1625451.0912,5415329.01770095
704668,The Old Ghost Road,"This old gold miners' road is being revived as a tramping and mountain biking track. It traverses native forests, tussock tops, river flats and valleys with stunning views of the magnificent Mōkihinui Gorge and surrounds.",Advanced,4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b04c9912e5ff434fad9719e838962f34.jpg,https://www.doc.govt.nz/link/800078095e7c48e4b5d7ad132aa1a32d.aspx,12/2/2025 8:32:22 AM,1533365.60729999,5387686.41830097
704669,Skyline Walk,"Walk up to a viewpoint over Murchison township, and the Matakitaki, Buller and Matiri rivers.",Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/30391efbc3da4cc0beab5cc31c3023ae.aspx,https://www.doc.govt.nz/link/9b8cf5117981414e87751abdad00b545.aspx,12/2/2025 8:32:22 AM,1542880.5533,5372052.70960097
704670,Johnson Creek Track,Walk to and through a big slip formed in the 1929 Murchison earthquake.,Easy,2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3acb02c370734693b8173ee20d0502af.aspx,https://www.doc.govt.nz/link/fffd5574868e489ba2a7642f37dad005.aspx,12/2/2025 8:32:22 AM,1542304.3387,5366578.47590098
704671,Te Waikoropupū Springs Walk,"View New Zealand's largest freshwater springs and the largest cold water springs in the southern hemisphere, with some of the clearest water ever measured.",Easy,45 min loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/56e237cd390d44b6898d611e1f9cee00.aspx,https://www.doc.govt.nz/link/a54d6ed431bc4292b0ff0e99a21a8ff9.aspx,12/2/2025 8:32:21 AM,1580527.6627,5478053.35430091
704672,Adams Flat Track,Walk to a replica goldminer's hut and the site of the Adams Creek Workings.,"Easy, Advanced",4 hr return | 5 hr 20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/05f16af072a14f88a4b440f0ef3c74ad.aspx,https://www.doc.govt.nz/link/665158e73ca744d1908b40e51b11ab4c.aspx,12/2/2025 8:32:21 AM,1531415.44109999,5438736.29230093
704673,Ōparara Basin: Box Canyon and Crazy Paving Caves,Explore Box Canyon Cave in the Ōparara Basin – kids will love it. Crazy Paving Cave is closed.,Easiest,10 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/20d78d2a3acc4f5293b219059a543034.aspx,https://www.doc.govt.nz/link/61af09f6fecb4752ab445343b68e3e41.aspx,12/2/2025 8:32:21 AM,1532108.32379999,5445822.26370093
704674,Kōhaihai area short walks,Enjoy beautiful nīkau forest on these easy walks from Kōhaihai Campsite.,Easy,Various to 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4c2b766c4ae84964998232553b2d34c8.aspx,https://www.doc.govt.nz/link/3cc01b197bfd46e99c4c30723a6a9bac.aspx,12/2/2025 8:32:21 AM,1524755.34619999,5449186.36530093
704675,Lake Hanlon Track,"Walk to this scenic gem from the main road, south of Karamea.",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/702f003b12104788b2e14b8ff055e25d.aspx,https://www.doc.govt.nz/link/fe99a27b0ddc4e9d8a2e7310a24cb28f.aspx,12/2/2025 8:32:21 AM,1525108.98989999,5413813.70140095
704676,Big Rimu Walk,"Walk to a spectacular rimu tree, 36 m high and 2 m in diameter, near Karamea.",Easy,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d89dceb522554e8f869cfb51d44aa23a.aspx,https://www.doc.govt.nz/link/1fa6cfc53048486c9fea1db49d3dbf99.aspx,12/2/2025 8:32:21 AM,1531909.47689999,5433249.59700094
704677,Holly Hut Track,Walk to Holly Hut for a day or overnight tramp.,Advanced,3-4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/14d07fd7d0fa4dd6b200958516f94af4.aspx,https://www.doc.govt.nz/link/9b08b597333a4a3ebc6aa2d5483019cd.aspx,12/2/2025 8:32:20 AM,1692133.16610003,5652181.29370077
704678,Ōparara Valley Track,Extend the Moria Gate Loop short walk and experience ancient native forest on a longer walk.,"Easiest, Easy",5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/79902aa9c933441dbd89141b40d73976.aspx,https://www.doc.govt.nz/link/50a708d0f40546c9b2c7b55ccd2bb0d9.aspx,12/2/2025 8:32:20 AM,1532825.6248,5441380.15600093
704679,Cons Track,"This steep, rugged track leads to the bushline on Mt Cassidy. It is suitable for experienced trampers only.",Advanced,2-4 hr return to the bushline,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e278b5c9b22940ec9b66edad7dfacc5e.aspx,https://www.doc.govt.nz/link/46211bb633404a6da838b08780ccb9eb.aspx,12/2/2025 8:32:20 AM,1483006.50819987,5245834.37530106
704680,Mount Aicken Track,"This steep, rugged track leads to the bushline on Mount Aicken. It is suitable for experienced trampers only.",Advanced,2-4 hr return to the bushline,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f53ca5bd6fcd438f84e390679b1fc0f8.aspx,https://www.doc.govt.nz/link/54ce266709f24cd3a3ad37d0d81bb5c9.aspx,12/2/2025 8:32:20 AM,1483231.68739987,5245495.76070106
704681,Pororari River Track,The Pororari River Track is the pedestrian entry/exit for the Paparoa Great Walk. It follows a spectacular limestone gorge.,Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2e1ea8336b0f4d7e8ecdd6eb82c30e5b.aspx,https://www.doc.govt.nz/link/6deb4441f5af467997fb71540df46e64.aspx,12/2/2025 8:32:20 AM,1464058.05469972,5336139.63930107
704682,Sealy Tarns Track,"Climb the 'stairway to heaven' to Sealy Tarns, and enjoy spectacular views and alpine flowers.",Easy,3 - 4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/672c1bd967504d928447f5291f5ef6fd.jpg,https://www.doc.govt.nz/link/d152632c13e347ea94cfef0a575c3bac.aspx,12/2/2025 8:32:20 AM,1364719.61409488,5155790.39910941
704683,Taranaki Falls Walk,Walk to Taranaki Falls (20 m) and enjoy excellent mountain views and a range of land forms on a loop track. This track is part of Te Araroa Trail.,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3b644051c2a24c968046e354f4cea046.aspx,https://www.doc.govt.nz/link/cf8245d13f6d48679a0c1cb702f66e77.aspx,12/2/2025 8:32:20 AM,1821002.88450346,5657797.70870371
704684,Lake Rotoiti (Kerr Bay) walks,Explore Kerr Bay on Lake Rotoiti on these short walks and experience the outcomes of the Rotoiti Nature Recovery Project.,"Easiest, Easy",Various up to 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ec1633201ab84bcfbb964d38a7127a13.aspx,https://www.doc.govt.nz/link/900b723c01a745c6b4700a765877e8ae.aspx,12/2/2025 8:32:19 AM,1587364.1102,5371660.31480098
704685,Mangawhero Forest Walk,Explore the forest on this loop track close to Ohakune.,Easiest,1 hr 5 min loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0193b3ed925d404c8b39a0a5cad61bde.aspx,https://www.doc.govt.nz/link/94e620ea519a4d2586a9f2e6b5a1b2f2.aspx,12/2/2025 8:32:19 AM,1808586.28190254,5636490.87450267
704686,Bealey Spur Track,Experience stunning views in fine weather from a more gradual track than most alpine tracks around Arthur's Pass village.,Easy,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/88f14a175f8a4956bd9f8e2370f5b57f.aspx,https://www.doc.govt.nz/link/41c0f59de99641128f8c5702a070dd03.aspx,12/2/2025 8:32:19 AM,1486301.95309989,5234954.57940106
704687,Tawhai Falls Track,This is an easy short walk to the popular Tawhai Falls a short drive from Whakapapa Village.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eaa9031ffe8a4d97887ad800ec4fb43d.aspx,https://www.doc.govt.nz/link/376395b17b7b4ba5bc5e52ba0ea08167.aspx,12/2/2025 8:32:19 AM,1817173.06130314,5660884.82240331
704688,Ball Hut Track,Walk to Ball Hut with superb views of the Tasman Glacier and surrounding peaks.,Advanced,3-4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ad99ee52abd444d990bdc203628cad3d.aspx,https://www.doc.govt.nz/link/3a99949b3fd9492e997090b59b345ba6.aspx,12/2/2025 8:32:19 AM,1372278.17999568,5161830.03000744
704689,Truman Track,Walk through unspoiled subtropical forest to a spectacular coastline.,Easiest,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/429ef2fa634647bba46895bdd61e7fd9.aspx,https://www.doc.govt.nz/link/2042f491c0de49e6a2519b50c33a7603.aspx,12/2/2025 8:32:19 AM,1462773.74229971,5338620.91950108
